"Wavelength","BG18",      "BG25",      "BG3",       "BG36",      "BG38",      "BG39",      "BG40",      "BG42",      "BG47",      "BG55",      "BG59",      "BG60",      "BG60HT",    "BG61",      "BG62",      "BG62HT",    "BG63",      "BG64",      "BG66",      "BG66HS",    "BG67",      "BG67HT",    "BG7",       "GG395",     "GG400",     "GG420",     "GG435",     "GG455",     "GG475",     "GG495",     "KG1",       "KG2",       "KG3",       "KG5",       "N-WG205",   "N-WG280",   "N-WG295",   "N-WG305",   "N-WG320",   "N-WG360",   "NG1",       "NG11",      "NG3",       "NG4",       "NG5",       "NG9",       "OG515",     "OG530",     "OG550",     "OG570",     "OG590",     "RG1000",    "RG610",     "RG630",     "RG645",     "RG665",     "RG695",     "RG715",     "RG780",     "RG830",     "RG850",     "RG9",       "RG905",     "S7000",     "S7005",     "S7010N",    "S8008G",    "S8022",     "S8023",     "S8612",     "S8802",     "S8806A",    "S8808",     "S8809",     "S8851",     "UG1",       "UG11",      "UG2A",      "UG5",       "VG20",      "VG9"
400,         0.682,       0.959,       0.9527,      0.9286,      0.953,       0.8658,      0.959,       0.7309,      0.6876,      0.7648,      0.3982,      0.8093,      0.8554,      0.9099,      0.7241,      0.8016,      0.9797,      0.995,       0.7656,      0.7276,      0.5392,      0.5941,      0.561,       0.7568,      0.4907,      7.048e-05,   1e-05,       1e-05,       1e-05,       1e-05,       0.933,       0.9549,      0.9217,      0.8774,      0.9994,      0.9946,      0.9934,      0.9914,      0.9899,      0.9739,      1e-05,       0.753,       0.06691,     0.2689,      0.5456,      0.02301,     1e-05,       1e-05,       1e-05,       1e-05,       1e-05,       1e-05,       1e-05,       1e-05,       1e-05,       1e-05,       1e-05,       1e-05,       1e-05,       1e-05,       1e-05,       1e-05,       1e-05,       0.9872,      0.6832,      0.408,       1e-05,       0.06468,     0.259,       0.9241,      0.4675,      0.9573,      0.07673,     0.1283,      0.3551,      0.1376,      0.003999,    0.1524,      0.57,        0.5941,      1e-05
410,         0.719,       0.944,       0.9169,      0.9496,      0.9587,      0.8849,      0.9638,      0.7626,      0.7108,      0.7945,      0.4273,      0.8314,      0.874,       0.9225,      0.7548,      0.8257,      0.9827,      0.9959,      0.7944,      0.76,        0.5833,      0.638,       0.614,       0.8785,      0.8588,      0.06112,     1e-05,       1e-05,       1e-05,       1e-05,       0.9251,      0.9482,      0.9079,      0.8619,      0.9997,      0.995,       0.9939,      0.992,       0.9906,      0.9792,      1e-05,       0.748,       0.07402,     0.275,       0.546,       0.02795,     1e-05,       1e-05,       1e-05,       1e-05,       1e-05,       1e-05,       1e-05,       1e-05,       1e-05,       1e-05,       1e-05,       1e-05,       1e-05,       1e-05,       1e-05,       1e-05,       1e-05,       0.9906,      0.8806,      0.7567,      0.003762,    0.096,       0.2881,      0.9351,      0.4563,      0.9681,      0.1583,      0.1895,      0.7061,      0.0165,      1.047e-05,   0.01277,     0.36,        0.638,       0.0007621
420,         0.751,       0.926,       0.8758,      0.9107,      0.9634,      0.9011,      0.9671,      0.7909,      0.7278,      0.8214,      0.448,       0.8515,      0.889,       0.932,       0.7817,      0.8456,      0.9849,      0.9962,      0.8179,      0.786,       0.6234,      0.6736,      0.657,       0.9102,      0.9082,      0.4792,      0.005714,    1e-05,       1e-05,       1e-05,       0.9205,      0.9423,      0.8992,      0.8497,      0.9999,      0.9954,      0.9942,      0.9924,      0.9911,      0.9834,      1e-05,       0.747,       0.08105,     0.2809,      0.5487,      0.03108,     1e-05,       1e-05,       1e-05,       1e-05,       1e-05,       1e-05,       1e-05,       1e-05,       1e-05,       1e-05,       1e-05,       1e-05,       1e-05,       1e-05,       1e-05,       1e-05,       1e-05,       0.9929,      0.9374,      0.8714,      0.009953,    0.1198,      0.3042,      0.9452,      0.3863,      0.8796,      0.2205,      0.2062,      0.2536,      0.0008618,   1e-05,       0.0003343,   0.236,       0.6736,      0.005715
430,         0.78,        0.897,       0.8192,      0.5033,      0.968,       0.9162,      0.9698,      0.8164,      0.7415,      0.8447,      0.4655,      0.8678,      0.9016,      0.9401,      0.8047,      0.8627,      0.9867,      0.9966,      0.8373,      0.8087,      0.6594,      0.7056,      0.695,       0.9252,      0.9259,      0.7703,      0.2404,      1e-05,       1e-05,       1e-05,       0.9222,      0.9388,      0.9037,      0.8505,      1.0,         0.9957,      0.9946,      0.9928,      0.9916,      0.9842,      1e-05,       0.754,       0.08703,     0.291,       0.5587,      0.03435,     1e-05,       1e-05,       1e-05,       1e-05,       1e-05,       1e-05,       1e-05,       1e-05,       1e-05,       1e-05,       1e-05,       1e-05,       1e-05,       1e-05,       1e-05,       1e-05,       6.155e-05,   0.9933,      0.9777,      0.9625,      0.0165,      0.1414,      0.3144,      0.9536,      0.2438,      0.3086,      0.2123,      0.1849,      0.8538,      3.463e-05,   1e-05,       1e-05,       0.178,       0.7056,      0.01963
440,         0.806,       0.861,       0.752,       0.2722,      0.9717,      0.9283,      0.9723,      0.8385,      0.7544,      0.8657,      0.4836,      0.8817,      0.9125,      0.9475,      0.8263,      0.8779,      0.9882,      0.997,       0.8553,      0.8292,      0.6935,      0.735,       0.728,       0.9348,      0.9365,      0.8551,      0.664,       0.009602,    1e-05,       1e-05,       0.9284,      0.9382,      0.9112,      0.8619,      1.0,         0.996,       0.9949,      0.9931,      0.992,       0.9847,      1e-05,       0.752,       0.095,       0.289,       0.5564,      0.03555,     1e-05,       1e-05,       1e-05,       1e-05,       1e-05,       1e-05,       1e-05,       1e-05,       1e-05,       1e-05,       1e-05,       1e-05,       1e-05,       1e-05,       1e-05,       1e-05,       0.0005118,   0.9946,      0.9756,      0.9508,      0.03046,     0.1629,      0.3249,      0.9614,      0.1778,      0.8369,      0.2705,      0.212,       0.7831,      1e-05,       1e-05,       1e-05,       0.168,       0.735,       0.05343
450,         0.83,        0.809,       0.6672,      0.2957,      0.9748,      0.9384,      0.9748,      0.859,       0.7696,      0.8842,      0.5076,      0.8959,      0.9226,      0.9542,      0.8455,      0.8919,      0.9896,      0.9973,      0.8702,      0.8471,      0.7239,      0.762,       0.754,       0.9427,      0.9448,      0.8849,      0.8424,      0.2603,      1e-05,       1e-05,       0.9309,      0.9393,      0.9159,      0.8651,      1.0,         0.9962,      0.9951,      0.9935,      0.9924,      0.986,       1e-05,       0.7559,      0.1019,      0.302,       0.569,       0.03872,     1e-05,       1e-05,       1e-05,       1e-05,       1e-05,       1e-05,       1e-05,       1e-05,       1e-05,       1e-05,       1e-05,       1e-05,       1e-05,       1e-05,       1e-05,       1e-05,       0.002924,    0.9947,      0.9821,      0.964,       0.05121,     0.1883,      0.343,       0.9668,      0.2059,      0.7247,      0.2731,      0.2043,      0.0005,      1e-05,       1e-05,       1e-05,       0.178,       0.762,       0.117
460,         0.853,       0.74,        0.5617,      0.356,       0.9772,      0.9475,      0.9771,      0.8769,      0.7876,      0.8999,      0.5386,      0.908,       0.9312,      0.9597,      0.862,       0.9036,      0.9907,      0.9976,      0.8835,      0.8626,      0.7523,      0.7861,      0.7755,      0.9495,      0.9518,      0.9032,      0.8986,      0.6726,      0.01043,     1e-05,       0.9274,      0.9416,      0.9109,      0.862,       1.0,         0.9965,      0.9955,      0.9937,      0.9928,      0.9873,      1.119e-05,   0.779,       0.111,       0.316,       0.5833,      0.04308,     1e-05,       1e-05,       1e-05,       1e-05,       1e-05,       1e-05,       1e-05,       1e-05,       1e-05,       1e-05,       1e-05,       1e-05,       1e-05,       1e-05,       1e-05,       1e-05,       0.01124,     0.9951,      0.9584,      0.9014,      0.0823,      0.2211,      0.3719,      0.9722,      0.2162,      0.3727,      0.2466,      0.1831,      0.03825,     1e-05,       1e-05,       1e-05,       0.183,       0.7861,      0.216
470,         0.872,       0.62,        0.4022,      0.2574,      0.9796,      0.9556,      0.9792,      0.8923,      0.8083,      0.9131,      0.5759,      0.915,       0.9365,      0.9638,      0.8761,      0.9121,      0.9915,      0.9977,      0.8947,      0.8758,      0.776,       0.8074,      0.7881,      0.9553,      0.9583,      0.9176,      0.923,       0.8568,      0.2606,      1e-05,       0.9315,      0.9461,      0.9167,      0.872,       1.0,         0.9967,      0.9957,      0.994,       0.9931,      0.988,       1.365e-05,   0.779,       0.113,       0.315,       0.5828,      0.04356,     1e-05,       1e-05,       1e-05,       1e-05,       1e-05,       1e-05,       1e-05,       1e-05,       1e-05,       1e-05,       1e-05,       1e-05,       1e-05,       1e-05,       1e-05,       1e-05,       0.02674,     0.9968,      0.9279,      0.8266,      0.1248,      0.262,       0.4097,      0.9764,      0.1852,      0.3203,      0.2368,      0.1702,      0.4309,      1e-05,       1e-05,       1e-05,       0.166,       0.8074,      0.325
480,         0.885,       0.457,       0.2258,      0.3513,      0.9816,      0.9626,      0.9809,      0.9053,      0.8314,      0.9246,      0.6225,      0.9214,      0.9417,      0.9663,      0.8878,      0.919,       0.9919,      0.9977,      0.9029,      0.8864,      0.797,       0.8244,      0.7936,      0.9606,      0.9636,      0.93,        0.9386,      0.9199,      0.7129,      0.002765,    0.9362,      0.9506,      0.925,       0.8787,      1.0,         0.997,       0.996,       0.9943,      0.9934,      0.9885,      1.434e-05,   0.777,       0.11,        0.3089,      0.577,       0.04231,     1e-05,       1e-05,       1e-05,       1e-05,       1e-05,       1e-05,       1e-05,       1e-05,       1e-05,       1e-05,       1e-05,       1e-05,       1e-05,       1e-05,       1e-05,       1e-05,       0.0413,      0.9978,      0.9607,      0.9043,      0.1794,      0.3155,      0.4614,      0.9801,      0.1795,      0.3882,      0.2381,      0.1699,      0.5707,      1e-05,       1e-05,       1e-05,       0.147,       0.8244,      0.429
490,         0.8991,      0.291,       0.09487,     0.7056,      0.983,       0.9666,      0.9819,      0.9158,      0.854,       0.9338,      0.674,       0.9303,      0.946,       0.967,       0.8965,      0.9251,      0.9919,      0.9977,      0.9085,      0.8933,      0.8128,      0.837,       0.788,       0.9658,      0.9686,      0.9409,      0.9506,      0.9464,      0.9022,      0.2183,      0.9408,      0.9542,      0.9288,      0.8841,      1.0,         0.9972,      0.9963,      0.9946,      0.9937,      0.9901,      1.409e-05,   0.775,       0.107,       0.302,       0.5715,      0.04069,     0.0009674,   1e-05,       1e-05,       1e-05,       1e-05,       1e-05,       1e-05,       1e-05,       1e-05,       1e-05,       1e-05,       1e-05,       1e-05,       1e-05,       1e-05,       1e-05,       0.04486,     0.9968,      0.9718,      0.9311,      0.2659,      0.3799,      0.5213,      0.981,       0.2862,      0.7984,      0.2901,      0.2016,      0.6053,      1e-05,       1e-05,       1e-05,       0.126,       0.837,       0.53
500,         0.9109,      0.183,       0.04007,     0.6084,      0.9836,      0.9701,      0.9821,      0.9234,      0.8712,      0.9399,      0.7226,      0.9319,      0.9452,      0.9656,      0.901,       0.9261,      0.9909,      0.9971,      0.9094,      0.895,       0.8231,      0.8425,      0.767,       0.9703,      0.9729,      0.95,        0.9596,      0.96,        0.9523,      0.7321,      0.9434,      0.9569,      0.9282,      0.8883,      1.0,         0.9974,      0.9966,      0.9949,      0.994,       0.9905,      1.34e-05,    0.772,       0.105,       0.298,       0.5677,      0.03959,     0.05093,     1e-05,       1e-05,       1e-05,       1e-05,       1e-05,       1e-05,       1e-05,       1e-05,       1e-05,       1e-05,       1e-05,       1e-05,       1e-05,       1e-05,       1e-05,       0.04144,     0.9965,      0.9874,      0.9713,      0.3449,      0.4483,      0.5796,      0.9812,      0.2896,      0.3756,      0.2658,      0.1892,      0.9223,      1e-05,       1e-05,       1e-05,       0.095,       0.8425,      0.613
510,         0.9159,      0.097,       0.01201,     0.1685,      0.9829,      0.9702,      0.9812,      0.9279,      0.8826,      0.9424,      0.7591,      0.9286,      0.9404,      0.9612,      0.8996,      0.9214,      0.9885,      0.9959,      0.9031,      0.8901,      0.8251,      0.8389,      0.73,        0.9738,      0.9769,      0.9578,      0.9667,      0.9681,      0.9691,      0.9185,      0.9402,      0.9564,      0.9265,      0.8854,      1.0,         0.9976,      0.9968,      0.9952,      0.9942,      0.9896,      1.317e-05,   0.773,       0.1043,      0.2962,      0.5667,      0.03908,     0.3219,      0.005189,    1e-05,       1e-05,       1e-05,       1e-05,       1e-05,       1e-05,       1e-05,       1e-05,       1e-05,       1e-05,       1e-05,       1e-05,       1e-05,       1e-05,       0.02703,     0.9972,      0.9967,      0.9947,      0.3761,      0.5049,      0.6186,      0.9794,      0.2193,      0.02712,     0.1906,      0.147,       0.8278,      1e-05,       1e-05,       1e-05,       0.07,        0.8389,      0.669
520,         0.915,       0.045,       0.002977,    0.1625,      0.9813,      0.9667,      0.979,       0.9267,      0.8828,      0.94,        0.7735,      0.9187,      0.9288,      0.9516,      0.8902,      0.9089,      0.9839,      0.9938,      0.8874,      0.8752,      0.8162,      0.8236,      0.679,       0.9768,      0.98,        0.9645,      0.9724,      0.9741,      0.9773,      0.9617,      0.9362,      0.9538,      0.9194,      0.8781,      1.0,         0.9978,      0.9971,      0.9954,      0.9945,      0.9899,      1.365e-05,   0.777,       0.105,       0.2971,      0.5684,      0.03933,     0.6692,      0.1364,      1e-05,       1e-05,       1e-05,       1e-05,       1e-05,       1e-05,       1e-05,       1e-05,       1e-05,       1e-05,       1e-05,       1e-05,       1e-05,       1e-05,       0.01361,     0.9979,      0.998,       0.9973,      0.3701,      0.5313,      0.6216,      0.9712,      0.2346,      0.02623,     0.1596,      0.1503,      0.8179,      1e-05,       1e-05,       1e-05,       0.046,       0.8236,      0.698
530,         0.9081,      0.017,       0.0005426,   0.1386,      0.9777,      0.9566,      0.9745,      0.9188,      0.8664,      0.9303,      0.7579,      0.8991,      0.9073,      0.9326,      0.8704,      0.8856,      0.9763,      0.9903,      0.859,       0.8479,      0.7899,      0.7914,      0.611,       0.9789,      0.9825,      0.9703,      0.9767,      0.9783,      0.9819,      0.9755,      0.9364,      0.9516,      0.9162,      0.8743,      1.0,         0.998,       0.9973,      0.9957,      0.9948,      0.9907,      1.459e-05,   0.781,       0.107,       0.3007,      0.5717,      0.04021,     0.8627,      0.514,       0.002837,    1e-05,       1e-05,       1e-05,       1e-05,       1e-05,       1e-05,       1e-05,       1e-05,       1e-05,       1e-05,       1e-05,       1e-05,       1e-05,       0.005249,    0.9982,      0.9963,      0.9927,      0.3578,      0.5123,      0.5754,      0.9581,      0.1277,      0.0111,      0.09089,     0.09059,     0.571,       1e-05,       1e-05,       1e-05,       0.033,       0.7914,      0.698
540,         0.892,       0.01,        0.0002394,   0.7084,      0.97,        0.9404,      0.967,       0.9003,      0.8301,      0.911,       0.7078,      0.8673,      0.8739,      0.9001,      0.8363,      0.8483,      0.9644,      0.985,       0.8165,      0.8039,      0.7437,      0.7393,      0.535,       0.9807,      0.9845,      0.9747,      0.9802,      0.9813,      0.985,       0.9821,      0.9395,      0.9531,      0.9202,      0.8806,      1.0,         0.9982,      0.9975,      0.9959,      0.995,       0.9909,      1.559e-05,   0.784,       0.109,       0.3046,      0.5757,      0.0412,      0.937,       0.8018,      0.1194,      0.0001275,   1e-05,       1e-05,       1e-05,       1e-05,       1e-05,       1e-05,       1e-05,       1e-05,       1e-05,       1e-05,       1e-05,       1e-05,       0.003344,    0.9989,      0.9981,      0.9965,      0.5335,      0.4431,      0.4804,      0.9376,      0.2777,      0.4537,      0.2436,      0.2057,      0.1134,      1e-05,       1e-05,       1e-05,       0.03041,     0.7393,      0.669
550,         0.863,       0.015,       0.0004902,   0.9047,      0.959,       0.9132,      0.9556,      0.8716,      0.7713,      0.8792,      0.6239,      0.8208,      0.826,       0.8602,      0.7859,      0.7945,      0.9471,      0.977,       0.756,       0.7414,      0.6764,      0.6655,      0.45,        0.9823,      0.9861,      0.9781,      0.9829,      0.9835,      0.9866,      0.9858,      0.9444,      0.9554,      0.9298,      0.89,        1.0,         0.9983,      0.9977,      0.9961,      0.9953,      0.9913,      1.559e-05,   0.783,       0.11,        0.306,       0.5767,      0.04158,     0.9652,      0.9191,      0.5076,      0.008832,    1.06e-05,    1e-05,       1e-05,       1e-05,       1e-05,       1e-05,       1e-05,       1e-05,       1e-05,       1e-05,       1e-05,       1e-05,       0.005402,    0.9994,      0.9975,      0.9949,      0.5462,      0.343,       0.3646,      0.9064,      0.3506,      0.8047,      0.3396,      0.2561,      0.605,       1e-05,       1e-05,       1e-05,       0.03015,     0.6655,      0.618
560,         0.819,       0.02499,     0.001401,    0.8367,      0.943,       0.8728,      0.939,       0.8276,      0.6902,      0.8329,      0.5117,      0.7573,      0.7618,      0.8082,      0.7179,      0.7232,      0.9232,      0.966,       0.677,       0.6603,      0.5876,      0.5721,      0.369,       0.9835,      0.9873,      0.9809,      0.9848,      0.9848,      0.9877,      0.988,       0.9463,      0.9541,      0.9303,      0.8919,      1.0,         0.9985,      0.9978,      0.9962,      0.9955,      0.9913,      1.482e-05,   0.782,       0.1095,      0.304,       0.5747,      0.0412,      0.9769,      0.9608,      0.8065,      0.1386,      0.0001311,   1e-05,       1e-05,       1e-05,       1e-05,       1e-05,       1e-05,       1e-05,       1e-05,       1e-05,       1e-05,       1e-05,       0.01107,     0.9919,      0.9963,      0.9903,      0.4795,      0.2302,      0.2394,      0.8634,      0.3339,      0.6925,      0.3388,      0.2571,      0.9692,      1e-05,       1e-05,       1e-05,       0.022,       0.5721,      0.552
570,         0.761,       0.018,       0.0008404,   0.01873,     0.921,       0.8184,      0.915,       0.7687,      0.5895,      0.7701,      0.3863,      0.679,       0.6817,      0.7417,      0.633,       0.6361,      0.8935,      0.9513,      0.5822,      0.5644,      0.4859,      0.4641,      0.295,       0.9841,      0.9881,      0.9829,      0.9859,      0.9858,      0.9882,      0.9889,      0.944,       0.9518,      0.9267,      0.887,       1.0,         0.9986,      0.998,       0.9964,      0.9957,      0.9916,      1.338e-05,   0.777,       0.1071,      0.2983,      0.5682,      0.03995,     0.9824,      0.976,       0.9217,      0.5166,      0.005941,    1e-05,       2.118e-05,   1e-05,       1e-05,       1e-05,       1e-05,       1e-05,       1e-05,       1e-05,       1e-05,       1e-05,       0.00813,     0.9997,      0.998,       0.9952,      0.1834,      0.1295,      0.1317,      0.8031,      0.01558,     0.001587,    0.03964,     0.04613,     0.6676,      1e-05,       1e-05,       1e-05,       0.01136,     0.4641,      0.477
580,         0.686,       0.005153,    8.776e-05,   1.61e-05,    0.891,       0.7488,      0.882,       0.6953,      0.4777,      0.6928,      0.2657,      0.5874,      0.59,        0.6631,      0.5365,      0.5373,      0.8543,      0.9324,      0.4782,      0.46,        0.3787,      0.3534,      0.229,       0.9843,      0.9883,      0.9843,      0.9866,      0.9861,      0.9881,      0.9892,      0.9389,      0.9489,      0.9189,      0.877,       1.0,         0.9988,      0.9981,      0.9965,      0.9959,      0.9924,      1.272e-05,   0.773,       0.105,       0.292,       0.5605,      0.03908,     0.985,       0.9819,      0.9608,      0.8155,      0.1208,      1e-05,       0.00147,     1e-05,       1e-05,       1e-05,       1e-05,       1e-05,       1e-05,       1e-05,       1e-05,       1e-05,       0.001843,    0.9995,      0.9999,      0.9995,      0.08299,     0.05934,     0.05863,     0.7281,      0.02479,     1e-05,       0.01122,     0.01691,     0.3229,      1e-05,       1e-05,       1e-05,       0.00781,     0.3534,      0.401
590,         0.6,         0.001014,    1e-05,       0.001816,    0.854,       0.6653,      0.84,        0.6101,      0.364,       0.6029,      0.1642,      0.4892,      0.4908,      0.5767,      0.4347,      0.4338,      0.8076,      0.9093,      0.3726,      0.3557,      0.2747,      0.2493,      0.174,       0.9842,      0.9884,      0.9852,      0.9868,      0.986,       0.9876,      0.9891,      0.9302,      0.944,       0.9059,      0.86,        1.0,         0.9989,      0.9982,      0.9967,      0.996,       0.992,       1.315e-05,   0.77,        0.1049,      0.289,       0.5549,      0.03908,     0.9864,      0.9846,      0.9755,      0.9299,      0.515,       1e-05,       0.03112,     6.236e-05,   1e-05,       1e-05,       1e-05,       1e-05,       1e-05,       1e-05,       1e-05,       1e-05,       0.0002794,   0.9998,      0.9968,      0.9999,      0.05203,     0.02168,     0.02067,     0.638,       0.01384,     1e-05,       0.00539,     0.01121,     0.487,       1e-05,       1e-05,       1e-05,       0.00902,     0.2493,      0.33
600,         0.506,       0.0009099,   1e-05,       0.2413,      0.811,       0.5718,      0.788,       0.5178,      0.259,       0.5057,      0.09059,     0.3905,      0.392,       0.4848,      0.3347,      0.3335,      0.7536,      0.8816,      0.272,       0.2598,      0.1851,      0.1627,      0.131,       0.984,       0.9883,      0.9857,      0.9866,      0.9855,      0.9872,      0.9887,      0.9199,      0.938,       0.8899,      0.838,       1.0,         0.9991,      0.9984,      0.9968,      0.9962,      0.993,       1.533e-05,   0.771,       0.107,       0.291,       0.5548,      0.04067,     0.9868,      0.9856,      0.9802,      0.9649,      0.8226,      1e-05,       0.2019,      0.001716,    1e-05,       1e-05,       1e-05,       1e-05,       1e-05,       1e-05,       1e-05,       1e-05,       0.0002365,   0.9916,      0.9969,      0.997,       0.1122,      0.006305,    0.00571,     0.5394,      0.1262,      0.05053,     0.08358,     0.1025,      0.8614,      1e-05,       1e-05,       1e-05,       0.01203,     0.1627,      0.265
610,         0.411,       0.00117,     1.013e-05,   0.8512,      0.76,        0.4724,      0.726,       0.4287,      0.1704,      0.4085,      0.04407,     0.2979,      0.2994,      0.3949,      0.2446,      0.2433,      0.6937,      0.8496,      0.1883,      0.1786,      0.1152,      0.0976,      0.096,       0.9835,      0.9879,      0.9858,      0.9862,      0.9849,      0.9864,      0.9881,      0.906,       0.9314,      0.8645,      0.81,        1.0,         0.9992,      0.9985,      0.997,       0.9964,      0.9918,      1.841e-05,   0.772,       0.111,       0.2966,      0.5579,      0.04276,     0.9869,      0.9861,      0.9826,      0.9764,      0.9329,      1e-05,       0.5164,      0.02467,     7.607e-05,   1e-05,       1e-05,       1e-05,       1e-05,       1e-05,       1e-05,       1e-05,       0.0003064,   0.9917,      0.997,       0.9974,      0.1127,      0.001407,    0.001196,    0.4375,      0.2039,      0.7355,      0.1944,      0.1928,      0.9807,      1e-05,       1e-05,       1e-05,       0.01514,     0.0976,      0.209
